ac_id_09,booth_id_14,booth_name_14,address_14,parts_14,village_14,ward_14,revenue_14,court_14,thana_14,tehsil_14,district_14,pincode_14,pc_id_09,pc_name_09,pc_reserved_09,ac_name_14,ac_reserved_14
1,11,"1 1 - नानकपुर","राजकीय वरिष्ट माध्यमिक विधालय, नानकपुर-(पूर्वी भाग)","1 : साम नानक्रचुर ब्लाक न.1 ह.न.: 91 माना 00 से 360-2: साम नानक्रपुर ब्लाक नं.2 बांस सोतवाला ह.न.: 91 माना 00 से 426","नानकपुर",9,"मदावाला","पिंन्जपैर","पिंन्जनैर","कालका","पंचकुला",134102,1,Ambala,SC,Kalka,""
1,12,"12 - नानकपुर","राजकीय वरिष्ट माध्यमिक विधालय, नानकपुर-(पश्चिमी भाग)",": साम ब्लाक न.3 बांस जोहड़ वाला ह.न.: 91 माना 00 से 211--: साम ब्लाक न.4 बांस लबाना खुहवाला ह.न.: 91 माना एक्सएक्स से 118-: ग्रामब्लऱकन.5 बांप्तसड़क ह.न.: 91 माना 4/2 से 516-ऐ-२ग्रामदुलाकना6बीसटिठबी ह.न.: 91 माना 1 से 149-बी--: साम ब्लाक न.7 बांस खुहवाला ह.न.: 91 माना .2 से 35५--: साम ब्लाक न.8 बांस नदीवाला ह.न.: 91 माना 1 से 3","नानकपुर",9,"मदावाला","पिंन्जपैर","पिंन्जनैर","कालका","पंचकुला",134102,1,Ambala,SC,Kalka,""
1,13,"13 … रामनगर","राजकीय प्राथमिक पाठशाला, रामनगर","1 : साम रामनगर ह.न.: 90 माना 00 से 4670-2: साम खोल अलबेला माना 1 से 7ए","रामनगर",9,"करणपुर","पिंन्जपैर","पिंन्जनैर","कालका","पंचकुला",134102,1,Ambala,SC,Kalka,""
1,14,"14 - करणपुर","राजकीय वरिष्ट माध्यमिक विधालय, करणपुर-(पूर्वी भाग)","1 : साम क्ररणषुर(अंशत) ब्लाक नं. 1 ह.न.: 88 माना 00 से 560","करणपुर",88,"करणपुर","पिंन्जपैर","पिंन्जनैर","कालका","पंचकुला",134102,1,Ambala,SC,Kalka,""
1,15,"15 - करणपुर","राजकीय वरिष्ट माध्यमिक विधालय, करणपुर-(पश्चिमी भाग)","1: ग्रामक्ररणषुर (अंशत) ब्लाकनं.2 ह.न.: 88 माना ........... से 383-2: ग्रामक्ररणषुरबांप्तज़ट्टा माना 1 से 442","करणपुर",88,"करणपुर","पिंन्जपैर","पिंन्जनैर","कालका","पंचकुला",134102,1,Ambala,SC,Kalka,""
1,16,"16 - बनोई खुदाबक्या","राजकीय प्राथमिक पाठशाला, गोई खुदाबक्श","1: ग्रामबनोईखुदाबक्या ह.न.: 131 माना क 1 से 48-2: ग्रामबनोईसांबलिया माना 1 से 47","बनोई खुदाबक्श",3,"कालका","पिंन्जपैर","पिंन्जनैर","कालका","पंचकुला",133302,1,Ambala,SC,Kalka,""
1,17,"17 … बाद","राजकीय वरिष्ट माध्यमिक विधालय, बाद","1: ग्रामबाढ ह.न.: (35 माना 1 से (25-2: ग्रामथानेक्रीसैर माना 1 से 529","बाद",3,"कालका","पिंन्जपैर","कालका","कालका","पंचकुला",133302,1,Ambala,SC,Kalka,""
1,18,"18 … नगलरूटल","राजकीय प्राथमिक पाठशाला, नगलरूटल","1: ग्रामनगलरुटल ह.न.: (33 माना 1 से (26--2: साम डोला ह.न.: (33 माना 1 ऐ से 44-3: साम पीपल घाटी ह.न.: (33 माना 2 एफ से 247","नगलरुटल",3,"कालका","पिंन्जपैर","पिंन्जनैर","कालका","पंचकुला",133302,1,Ambala,SC,Kalka,""
1,19,"19 - खेजावाली","राजकीय प्राथमिक पाठशाला, खेडावाली","1: ग्रामखेडावाली ह.न.: (30 माना 1 से 345","खेडावाली",3,"करणपुर","पिंन्जपैर","पिंन्जनैर","कालका","पंचकुला",133302,1,Ambala,SC,Kalka,""
1,20,"20 - चरनियां","राजकीय वरिष्ट माध्यमिक विधालय, चरोंनेयां","1: ग्रामचरनियां ह.न.: (28 माना 1 से 242","चरनियां",2,"करणपुर","पिंन्जपैर","पिंन्जनैर","कालका","पंचकुला",134102,1,Ambala,SC,Kalka,""
1,21,"24 - जोहलुवाल","राजकीय प्राथमिक पाठशाला, जोहलुवाल","1 : साम जोहलुवाल ब्लाक न.1 ह.न.: (29 माना 1 से 99--2: साम हरिजन बांस (टांडा शुरू) बलाक ना2 ह.न.: (29 माना 1 से 99-3: ग्रामब्लऱकन.3 ह.न.: (29 माना 1 से 89","जोहलुवाल",2,"करणपुर","पिंन्जपैर","पिंन्जनैर","कालका","पंचकुला",134102,1,Ambala,SC,Kalka,""
1,22,"22 - पपलोहा","राजकीय उच्च विद्यालय, पपलोहा","1: ग्रामपपलोंहा ह.न.: (39 माना 1 से (323/3","पपलोहा",3,"कालका","पिंन्जपैर","कालका","कालका","पंचकुला",133302,1,Ambala,SC,Kalka,""
1,23,"23 … माजरा महताब","राजकीय प्राथमिक पाठशाला, माजरा महताब","1 : साम माजरा ममताब ह.न.: (40 माना 1 से 207","माजरा महताब",4,"कालका","पिंन्जपैर","कालका","कालका","पंचकुला",133302,1,Ambala,SC,Kalka,""
1,24,"24 … नगलभागहाँ","राजकीय उच्च विद्यालय, नगलभागा","1: ग्रामनगलभागा ह.न.: (38 माना बबबहहह-बबबहहह-हब-बबबहहह.. से (44-2: ग्रामपारगीयां माना 1 से 51","नंगल भागा",3,"कालका","पिंन्जपैर","पिंन्जनैर","कालका","पंचकुला",133302,1,Ambala,SC,Kalka,""
1,25,"26 - कन्दियाला","राजकीय प्राथमिक पाठशाला, कन्दियाला","1: सामकत्न्तियाला ह.न.: 137 माना 1 से 161","कन्डियाला",3,"कालका","पिंन्जपैर","कालका","कालका","पंचकुला",133302,1,Ambala,SC,Kalka,""
1,26,"26 … औरियां","राजकीय माध्यमिक पाठशाला, औरियाँ","1: साम औरियां ह.न.: 147 माना 01 से (30-2: ग्रामबांप्तहवेलीं माना 1 से 4603","औरियां",4,"कालका","पिंन्जपैर","कालका","कालका","पंचकुला",133302,1,Ambala,SC,Kalka,""
1,27,"27 - खेडा सीताराम","राजकीय प्राथमिक पाठशाला, खेडा सीताराम","1 : साम आबादी खेड/सीताराम माना 0.डी.ऐ.एप्त. से 671","खेडा सीताराम",48,"कालका","पिंन्जपैर","कालका","कालका","पंचकुला",133302,1,Ambala,SC,Kalka,""
1,28,"28 … टगरा साहु","राजकीय माध्यमिक पाठशाला हैं टगरा साहु (पूर्वी-भाग)","1: ग्रामटगरासाहु ह.न.: (42 माना 0 से 64-2: साम टगरा हरिसिंह माना -- से 470","टगरा साहु",42,"कालका","पिंन्जपैर","पिंन्जनैर","कालका","पंचकुला",133302,1,Ambala,SC,Kalka,""
1,29,"29 - टगरा कलीराम","राजकीय प्राथमिक पाठशाला, टगरा कलीराम","1 : साम टगरा कलीराम ह.न.: (45 माना 0 से 7272","टगरा कलीराम",45,"कालका","पिंन्जपैर","कालका","कालका","पंचकुला",133302,1,Ambala,SC,Kalka,""
1,30,"30 … टगरा साहु","राजकीय माध्यमिक पाठशाला हैं टगरा साहु-(पश्चिमी भाग)",": साम टगरा हकींमपुर ब्लाक न. 1 माना एक्सएक्स से 599-: साम टगरा हकींमपुर ब्लाक न.2 माना 2 से 70--: ग्रामटगराक्रंगन माना 1 से 4069 क-: ग्रामटगराहंसुआ माना 0 से (66","टगरा साहु",42,"कालका","पिंन्जपैर","पिंन्जनैर","कालका","पंचकुला",133302,1,Ambala,SC,Kalka,""
1,31,"34 - ग्रीडा","राजकीय हाई स्कूल, ग्रीडा","1: ग्रामग्रीडाब्लस्कक्ता ह.न.: (26 माना 1 से 713--2: ग्रामग्रीडाब्लस्कन2 ह.न.: (26 माना 2 से 46-3: साम ग्रीडा बलाक न.3 ह.न.: (26 माना 2 से 117","ग्रीडा",2,"करणपुर","पिंन्जपैर","पिंन्जनैर","कालका","पंचकुला",133302,1,Ambala,SC,Kalka,""
1,32,"32 - कीरतपुर","राजकीय मप्रत्मेक पाठशाला, कीरत्तपुर","1: ग्रामकींरतपुर ह.न.: 127 माना 00 से 292","कीरतपुर",2,"करणपुर","पिंन्जपैर","पिंन्जनैर","कालका","पंचकुला",133302,1,Ambala,SC,Kalka,""
1,33,"33 … ब'सावल","राजकीय वरिष्ट मप्रत्मेक विधालय, बसावल","1: ग्रामबसावल ह.न.: (25 मानाबी-33 से 772-2: साम खेडा माना 05 से 395","बसत्वल",2,"पिंन्जनैर","पिंन्जपैर","पिंन्जनैर","कालका","पंचकुला",134102,1,Ambala,SC,Kalka,""
1,34,"34 - माजरी जट्टा","राजकीय माध्यमिक स्कूल, माजरी जट्टा","1: ग्राममाज़रीज़ट्टा ह.न.: (23 माना 00 से 117","माजरी जट्टा",2,"पिंन्जनैर","पिंन्जपैर","पिंन्जनैर","कालका","पंचकुला",134102,1,Ambala,SC,Kalka,""
1,35,"36 … धमाका","राजकीय माध्यमिक पाठशाला, धमनी","1 : साम धमाला ब्लाक न.1 ह.न.: (22 माना 1 से 540-2: साम धमाला ब्लाक न. 2 ह.न.: (22 माना 1 से (03","धमाका",22,"पिंन्जनैर","पिंन्जपैर","पिंन्जनैर","कालका","पंचकुला",134102,1,Ambala,SC,Kalka,""
1,36,"36 - वासदेवपुरा","राजकीय प्राथमिक पाठशाला, वासदेवपुरा","1: सामबासदेवपुराजिसाकनात ह.न.: 151 माना 00 से 706-2: साम बासदेवषुरा ब्लाक न. 2 ह.न.: 151 माना 00 से 151","बासदेवपुरा",5,"पिंन्जनैर","पिंन्जपैर","पिंन्जनैर","कालका","पंचकुला",134102,1,Ambala,SC,Kalka,""
1,37,"3 7 … कालका","कायलिय नगरपालिका, कालका","1: टिब्बीमौहल्ला माना इ…62 से 44762--2: बाल्पिक्रीबस्तीब्लऱकए माना 1 से (768/2-3: गुरबक्याकालोनी माना 3037 से 1787--4: आदर्श कालोनी व्यापक ए माना 51 से 4769--5: अपर मोहल्लनं व्यापक ए माना 2 से 4760--6: अपर मोहल्लनं ब्लाक 2 माना प्रा/हीरे से 1752/1","कालका",,"पिंन्जपैर","कालका","कालका","पंचकुला",,133302,1,Ambala,SC,Kalka,""
1,38,"3 8 … कालका","आर्य गानों वरिष्ट मप्रत्मेक विधालय (स्टाफ रुम)","1: पेरेडर्माहलरादुलाकए माना 107/111/6 से (760/2--2: पेरेडर्माहलरादुलाकबी माना 119 से 946--3: बात्लेमकोबरतीदुलाकबी माना 60 से 925-4: रेलवे रोड ब्लाक ए माना 107 से 927","कालका",,"पिंन्जपैर","कालका","कालका","पंचकुला",,133302,1,Ambala,SC,Kalka,""
1,39,"39 … कालका","उपमण्डल अभियंता पी. डज्यु. डी. बी. एण्ड-आर. उत्तरी भाग का रूम","1: अरपरमंहिलरादुलाकबी माना 5 से 3248-2: अप्परमौहल्लनंब्लस्कडी माना 6 से 4474","कालका",,"पिंन्जपैर","कालका","कालका","पंचकुला",,133302,1,Ambala,SC,Kalka,""
1,40,"40 … कालका","सिख गरज्ज प्राथमिक पाठशाला है कालका (पश्चिमी-भाग)","1: अप्परमौहल्लनंब्लस्कई माना 45 से (446/03--2: गलीसतनारायण माना जीसी से 862--3: धोबीमोहल्ला माना 179 से 544--4: कसौली रोड माना 171 से (462/4--5: शिमला रोड बलाक ए माना 371 से (462/4-6: खलील गली व्यापक ए माना 5 से 4474","कालका",,"पिंन्जपैर","कालका","कालका","पंचकुला",,133302,1,Ambala,SC,Kalka,""
1,41,"44 … कालका","सिख गरज्ज प्राथमिक पाठशाला है कालका (उत्तरी-भाग)","1 : खलील गली व्यापक बी माना 84 से 2004--2: अहाता चतरसेन माना (34/5 से 4276--3: अरपरमंहिलरादुलाकएप, माना (94 से 1116/ऐ-4: गरिहिचीकदुलाकए माना (3 से 827--5: परेडमौहल्लनंब्लऱकप्ती माना जैडएत् 96 से 1174/1","कालका",,"पिंन्जपैर","कालका","कालका","पंचकुला",,133302,1,Ambala,SC,Kalka,""
1,42,"42 … कालका","हिन्दूकन्या सीनियर सवैल्डरी स्कूल , कालका-(पूर्वी भाग)","1 : शिमला रोड बलाक बी माना 2 से 9033--2: अहाता बैनी प्रसाद माना 59/ख से 940--3: अहाता सराय मस्जिद माना 520 से 894--4: मीटमार्किट माना 526 से 2060 बी-2--5: खटीक मोहरग्ला बलाक ए माना 9 से 4668--6: हन्दीयामोहल्लनं माना बबबहहह-बबबहहह-बबबहहह से 4668","कालका",,"पिंन्जपैर","कालका","कालका","पंचकुला",,133302,1,Ambala,SC,Kalka,""
1,43,"43 … कालका","एस. डी. ओ. कायलिय, पब्लिक हेल्थ (पूर्वी भाग)",": खटीक मौहल्लनं व्यापक बी माना 71 /बी से 4634--: पानी वाला पडाव माना 5 से 4404--: तालाब मोहरग्ला माना 1 से 4404--: अहाता मुरारी लाल माना ए-68 से 747--: अहाता बशीर माना 2 से 736423--: अहाता हिमालय माना जी/2 से 726त्5क-: मैन बाजार व्यापक ए माना एच'-3 से 4874--' औजार प्तनांरताच' झग्राऊ 1३1… प्र नं 3 मे 1 '२0 5२ /1--9: सारंगपुर माना 2 से (399/4-10: कोठीयालाधिरई२ग माना जी-3 से 4635-1 1 : बोगरा कालोनी माना 2 से 929-6","कालका",,"पिंन्जपैर","कालका","कालका","पंचकुला",,133302,1,Ambala,SC,Kalka,""
1,44,"44 … कालका","हिन्दूकन्या सीनियर सवैल्डरी स्कूल , कालका-(पश्चिमी भाग)","1 : अहाता जैन माना 2632.] से 668--2: मैन बाजार व्यापक बी माना 57 से 745--3: अहाता भगवान दास माना 7/7 से 717--4: सिविल अस्पताल माना 2 से 735--5: कुराडी मोहल्लनं ब्लाक सी माना 2 से 4098","कालका",,"पिंन्जपैर","कालका","कालका","पंचकुला",,133302,1,Ambala,SC,Kalka,""
1,45,"46 … कालका","राजकीय सीनियर सेकेण्डरी स्कूल , कालका (पूर्वी-भाग)","1 : मेन बजार बलाक सी माना 2 से 2407--2: अहाता मथुरा दास माना 4क से 540/4--3: कुराजी मौहल्ला ब्लाक डी माना 50 से 54044-4: गरिरिचीकदुलाकबी माना (04 से 799--5: रेलवे रोड व्यापक बी माना 2 से 1116/4--6: कुराजी (वेचिराग)","कालका",,"पिंन्जपैर","कालका","कालका","पंचकुला",,133302,1,Ambala,SC,Kalka,""
1,46,"46 … कालका","राजकीय सीनियर सेकेण्डरी स्कूल , कालका-(पश्चिमी भाग)","1 : रेलवे रोड ब्लाक सी माना 116/ऐ से 1197--2: देवीदाप्तरोड़ माना 379/43 से 606--3: कुराडी मोहल्ला ब्लाक ए माना 6 से 5004 ए--4: अहाता शेखा माना 537 से 735/5--5: अहाता बाली राम गली सुक्रड मल माना (8 से 586/2-6: लोवर बाजार ब्लाक बी माना 509 से 647/48--7: मेन बाजार ब्लऱकडी माना 151-एच से 741-3२' ल्याटनांनंनांवीग्रंसन्न ग्रनं ""सांझ/13२ मे 1 10८1/८१---. .५... ….. १ब१बधिबबममम७धिबम ५. .….--9: रेलवे कालोनी ब्लाक एफ माना एल-151-13 से 387/बी-10: फ़रेम्नसकालोंनी ब्लाक ए माना 426/4 से 4203","कालका",,"पिंन्जपैर","कालका","कालका","पंचकुला",,133302,1,Ambala,SC,Kalka,""
1,47,"47 … कालका","एस. डी. ओ. कायलिय, पब्लिक हेल्थ (पश्चिमी-भाग)",": राम बाग रोड माना 238 से 4662--: कमला नगर माना .. से 44984--: दुर्गा नगर माना 40 से 2305--: अम्बाला रोड ब्लाक ए माना 698 से 999--: अम्बाला रोड बलाक बी माना 4267--: रामनगर माना एक्सएक्स से 4967--: लोवर कुराडी ब्लाक ए माना 204 से 2003,","कालका",,"पिंन्जपैर","कालका","कालका","पंचकुला",,133302,1,Ambala,SC,Kalka,""
1,48,"48 … कालका","राजकीय महाविद्यालय , कालका (उत्तरी भाग)","1 : शक्ती नगर व्यस्क-बी माना 3 से 2409,--2: शान्ति नगर माना 11 से 6842--3: केथोलीक चर्च माना 4276-4: कालेज़कालोनी माना 1 से 2402","कालका",,"पिंन्जपैर","कालका","कालका","पंचकुला",,133302,1,Ambala,SC,Kalka,""
1,49,"49 … कालका","राजकीय महाविद्यालय , कालका (पश्चिमी भाग)","1 : हाउसिंग बोर्ड कालोनी माना 2 ऐ से 2003-2: हाउसिंग बोर्ड कालोनी माना 1 एफएचआईजी से 268","कालका",,"पिंन्जपैर","कालका","कालका","पंचकुला",,133302,1,Ambala,SC,Kalka,""
1,50,"6 0 … कालका","राजकीय महाविद्यालय , कालका (कार्यालय भाग)","1 : राम नगर कालोनी माना 2 से 2294-2: बसन्त विहार माना 3 से 3863","कालका",,"पिंन्जपैर","कालका","कालका","पंचकुला",,133302,1,Ambala,SC,Kalka,""
1,51,"64 … कालका","राजकीय महाविद्यालय , कालका (औडोटोरियम-व्यस्क)","1 : हाउसिंग बोर्ड कालोनी माना एमएच से 2293","कालका",,"पिंन्जपैर","कालका","कालका","पंचकुला",,133302,1,Ambala,SC,Kalka,""
1,52,"62 … कालका","रेलवे रेस्ट हाऊस, कालका (पूर्वी भाग)","1: लोवर कुराडी ब्लाक सी माना एल (39 ए से 2067--2: बंगालाबस्ती माना .4990 से 3069--3: प्रीत नगर माना 11 से 3066-4: आजाद कालौनी माना 634 से 3066","कालका",,"पिंन्जपैर","कालका","कालका","पंचकुला",,133302,1,Ambala,SC,Kalka,""
1,53,"63 … कालका","रेलवे रेस्ट हाऊस, कालका (पश्चिमी भागा","1 : भारत नगर माना ई-45/ए से 2064,--2: भराई मौहल्लनं माना ई48ए से 2447 /बी-2-3: रेलवे कालोनी माना 00 से 2609","कालका",,"पिंन्जपैर","कालका","कालका","पंचकुला",,133302,1,Ambala,SC,Kalka,""
1,54,"64 … कालका","तहसील कार्यालय है कालका (उत्तरी भाग)","1 : रेलवे कालोनी ब्लाक बी माना .. से 4699-2: रेलवे कालोनी ब्लाक एच माना ई 43बी से 3096","कालका",,"पिंन्जपैर","कालका","कालका","पंचकुला",,133302,1,Ambala,SC,Kalka,""
1,55,"66 … कालका","रेलवे इन्याश्चियुद, कालका","1: लोवरकुराडीव्यस्कबी माना 17ऐ से 1595-प्ती--2: शामा कुणाडी रेलवे कालोनी ध्यानं) ए माना 245 बी से 4306-3: रेलवे कालोनी ब्लाक डी माना एल-41 -जे से 957 आई--","कालका",,"पिंन्जपैर","कालका","कालका","पंचकुला",,133302,1,Ambala,SC,Kalka,""
1,56,"66 … कालका","रेलवे कम्यूनिटी हाल, कालका","1 : रेलवे कालोनी ब्लाक बी माना टी-130 से 4884-2: रेलवे कालोनी ब्लाक 1 माना -6 ग से 490","कालका",,"पिंन्जपैर","कालका","कालका","पंचकुला",,133302,1,Ambala,SC,Kalka,""
1,57,"6 7 … कालका","कायलिय उप-खजाना अधिकारी, कालका","1 : रेलवे कालोनी ब्लाक जी माना एल-145-एच से 4204-2: फ़रेम्नस कालोनी ब्लाक बी माना एल-145/8 से 4225","कालका",,"पिंन्जपैर","कालका","कालका","पंचकुला",,133302,1,Ambala,SC,Kalka,""
1,58,"6 8 … कालका","कम्यूनिटी सैंटर हाल (म्यूनिसीपल कमेटी ) रेलवे-रोह , कालका","1: कुराजीमंहिलाव्यस्कबी माना 29 से 4205-2: खेडा माना 397 से 487","कालका",,"पिंन्जपैर","कालका","कालका","पंचकुला",,133302,1,Ambala,SC,Kalka,""
1,59,"69 - धर्मपुर","राजकीय प्राथमिक पाठशाला, धर्मपुर (पूर्वी भागा","1: साम धर्मपुर कालोनी वार्डन. 7 ब्लाक नं. 2 ह.न.: (62 माना .. से 49बी-2","धर्मपुर",52,"पिंन्जनैर","पिंन्जपैर","पिंन्जनैर","कालका","पंचकुला",134102,1,Ambala,SC,Kalka,""
1,60,"6 0 … पिंजौर","राजकीय प्राथमिक पाठशाला (पश्चिमी भाग)","1 : साम धर्मपुर कालोनी, बलाक नं. 2 ह.न.: (62 माना -- से 2469-2: साम धर्मपुर कालोनी, बलाक नं. 1 ह.न.: (62 माना 50 से 2748","पिंन्तोर",3,"पिंन्जनैर","पिंन्जपैर","पिंन्जनैर","कालका","पंचकुला",133301,1,Ambala,SC,Kalka,""
1,61,"64 … पिंजौर","कायलिय वन मण्डल अधिकारी (अनुसंधान एवं-प्रशिक्षण) , पिंजौर",": ग्रामअब्दुल्लऱषुर ह.न.: 113 माना बबबहहह-बबबहहह-बबबहहह से 1624/बी-1-: साम मिलक (वेचिराग) ह.न.: 113--: ग्रामकुडावाला (वेचिराग) ह.न.: 113--: ग्रामबागलाणा (वेचिराग) ह.न.: 113--: ग्रामदेवल (वेचिराग) ह.न.: 113--: साममोंहव्यतपुर (वेचिराग) ह.न.: 113","पिंन्तोर",3,"पिंन्जनैर","पिंन्जपैर","पिंन्जनैर","कालका","पंचकुला",133301,1,Ambala,SC,Kalka,""
1,62,"62 - एच.एम.टी. पिंजौर","सैन्ट विवेकानन्द मिलेनियम उच्च विद्यालय,-एच.एम.टी. पिंजौर (पूर्वी भाग)","1: एच.एम.टी. व:पेजित्रबीदुलाक माना एफ-1 से 1885/बी-2--2: एच.एम.टी. पिंजीर एच ब्लाक माना एडी 80 से 5437--3: एच.एम.टी. पिंजीर ए डी ब्लाक माना एबीवा3 से 127बी--4: एच.एम.टी. पिंजीर ब्लाक एफ माना 0 से 360-एच--5: एच.एम.टी. पिंजीर ब्लाक ओ माना 0-2 से 36--6: एच.एम.टी. पिंजीर सी ब्लाक माना एचा400 से 334--7: ई.एप्त, आइकामपलेकसएचाएमये पिंजीर माना ई.ए-2 से 542जी-12","एच.एम.टी. पिंजौर",0,"पिंन्जनैर","पिंन्जपैर","पिंन्जनैर","कालका","पंचकुला",133301,1,Ambala,SC,Kalka,""
1,63,"63 - एच.एम.टी. पिंजौर","ई.ई.एस.उच्च विद्यालय, एच.एम.टी. पिंजौर (पूर्वी-भाग)","1: एच.एम.टी. पिंजीर ब्लाक ए माना २ -क से (89","एच.एम.टी. पिंजौर",0,"पिंन्जनैर","पिंन्जपैर","पिंन्जनैर","कालका","पंचकुला",133301,1,Ambala,SC,Kalka,""
1,64,"64 - एच.एम.टी. पिंजौर","ई.ई.एस.उच्च विद्यालय, एच.एम.टी. पिंजौर-(पश्चिमी भाग)","1: एच.एम.टी. पिंजीर जी ब्लाक माना ए डी-103 से 820/9-2: एच.एम.टी. पिंजीर न्यु जी ब्लाक माना एनजी-561 से 595","एच.एम.टी. पिंजौर",0,"पिंन्जनैर","पिंन्जपैर","पिंन्जनैर","कालका","पंचकुला",133301,1,Ambala,SC,Kalka,""
1,65,"66 - प्यार","राजकीय माध्यमिक पाठशाला, प्यार (पूर्वी भाग)","1: रत्तषुर मलाबी-नै/नैट से 4645 बी…1--2: माँडल टाउन माना 2/बी1 से 1503-बी1-3: रत्तषुरकालोंनी माना 0 से 4796","रत्तपुर",,"पिंन्जपैर","पिंन्जनैर","कालका","पंचकुला",,134102,1,Ambala,SC,Kalka,""
1,66,"66 - प्यार","राजकीय माध्यमिक पाठशाला, प्यार (पश्चिमी-भाग)","1: अब्दुल्लऱषुर माना 0 से 1610बी/बी1-2: रत्तषुर माना 0 से 4668 बी-1","रत्तपुर",,"पिंन्जपैर","पिंन्जनैर","कालका","पंचकुला",,134102,1,Ambala,SC,Kalka,""
1,67,"67 - प्यार","कम्युनिटी सैंटर, रत्तपुर (पूर्वी भाग)","1: रत्तषुर माना 3बी-बी-1 से 4996","रत्तपुर",,"पिंन्जपैर","पिंन्जनैर","कालका","पंचकुला",,134102,1,Ambala,SC,Kalka,""
1,68,"68 - प्यार","कम्युनिटी सैंटर, रत्तपुर (पश्चिमी भाग)","1: रतपुर माना 494/4 से 1572/बी1--2: दशमेश कालोनी माना 300 से 4644-3: अब्दुल्लऱषुर माना 4203 से 1411-बी-1","रत्तपुर",,"पिंन्जपैर","पिंन्जनैर","कालका","पंचकुला",,134102,1,Ambala,SC,Kalka,""
1,69,"69 … लोहगढ़","राजकीय प्राथमिक पाठशाला, लोहगढ़","1: ग्रामलोहगढ़ ह.न.: 121 माना 00 से 278","लोहगढ़",2,"पिंन्जनैर","पिंन्जपैर","पिंन्जनैर","कालका","पंचकुला",134102,1,Ambala,SC,Kalka,""
